Author	AuthorGender	Concept	ConceptPair	Form	Gender	Manual	Register	Sentiment_Neutral	Sentiment_Positive	Source	Text	Year	confidence	gpt-3.5-turbo	gpt-4	sentiment
				母親		Other					國際特赦組織(AMNESTY INTERNATIONAL)中華民國總會秘書長蔡明殿今天表示,一九九五年母親節當天,這群土耳其媽媽以「母親不要哭泣」為訴求,在伊斯坦堡舉行和平遊行,卻遭到土耳其警方的毆打及拘禁。			Neutral	Negative	
				妻子		Neutral					李光飞和他的妻子杨爱则是其中之一。			Neutral	Neutral	
				儿子		Positive					“现在最盼的,就是接到小宝的电话,”看着站在领奖台最高处的儿子,宋永会擦着眼泪说。			Positive	Positive	
				母亲		Neutral					它们的母亲“乐乐”是北京动物园人工饲养下繁殖的第二代大熊猫。			Neutral	Neutral	
				妻子		Neutral					陳思銘妻子過世後,本身又罹患腦神經衰弱,須經常服藥,平時只能做些西服加工工作,但十分重視子女教育,四個孩子目前分別就讀高職及大學,十分懂事,寒暑假也會回家扶中心,以感恩回饋的心擔任義工。			Neutral	Positive	
				母親		Neutral					衛生署指出,B型肝炎預防注射實施計畫是自民國七十三年七月起開始辦理,七十四、七十五年度注射對象為帶原母親新生兒,在七十六年度起除所有新生兒外,並逐年擴大推動注射對象,從學齡前幼兒、國小學童、青少年及成人,並包括醫護人員及帶原者家屬。			Neutral	Neutral	
				母親		Positive					新黨禹耀東表示新黨雖然像一位微弱的母親,但他絕不會離開,籲請鄉親如果沒有更好的選擇時就投給他,讓新黨不被泡沫化。			Positive	Neutral	
				兄弟		Propn					判決書指出,被告蔡和修、楊進忠、周錦楠等人因於去年八月間中華職棒兄弟象隊、興農牛隊職棒隊四連戰,下重注簽賭兄弟象隊首仗勝場,但是兄弟象隊卻在這場比賽意外的輸球,因此,被告等人懷疑兄弟象隊球員與場外組頭有勾結,故意輸球,被告等人不甘受損,於是持槍強押吳復連等球員,毆傷、恐嚇球員聽從蔡和修等人的指揮,以左右球賽勝負。			Neutral	Negative	
_	_	mother	Parent	母親	Female	Positive	NEWS	No	Yes	CNA	鍾彬嫻期勉自己不僅要成為事業的女強人,更要成為一個偉大的母親。	1999	0.994581401348114	Positive	Positive	Positive
				爸爸		Positive					26日零时多,吴先生的三儿子吴乙丁打来电话,哭着说:“我爸爸走了!”听到噩耗的卢新华既吃惊又悲痛,没想到吴先生这么快就走了。			Neutral	Neutral	
				弟弟		Neutral					警方表示,今天凌晨一時三十分左右,就讀高中的十七歲少年吳俊霖及十六歲弟弟吳俊賢,開著父親車號N5-3481自小客車載著同學吳建中,外出兜風,行經水林鄉新興北路時,可能因車速過快,失控撞上路旁的樹木,吳建中被夾死在車內,吳姓兄弟則被彈出車外,倒臥在草叢中,警方趕到現場時,三人已毫無生命跡象,現場一片狼籍。			Neutral	Neutral	
				父親		Neutral					不過因為蔡葛瑞生病的父親在罹患肝病並接受肝臟移植手術後病情轉好,移民局因此認為他沒有繼續留在美國接受醫療的必要,蔡葛瑞也因此可能隨時遭移民局遣返回台灣。			Neutral	Neutral	
				女孩		Positive					身為父親我很高興兒女在專業領域各自有一片天空,我相信我的子女或許承受一些壓力,但他們都能以平常心視之,我的小女兒連詠心在面對嚴格的高中聯考時,曾有媒體記者在考場獵取她應考的鏡頭,這對一個十五歲的小女孩是很大的臨場壓力,可是她仍然考上第一志願--北一女中,這樣的「平常心」就是我們連氏門中教育子女如何勉勵自己的行為法則,很高興在這一點上,兒女都很像我。			Neutral	Positive	
_	_	man	Adult	男人	Male	Positive	NEWS	No	Yes	CNA	--14時,「2010年最有自信男人頒獎」百位男性一同刮鬍子,信義威秀廣場。	2010	0.96772688627243	Neutral	Neutral	Positive
				姐姐		Positive					活動將由名模林若亞擔任代言人,偶像劇演員王建隆為主持人,並有東森幼幼台兒童節目主持人李岳(西瓜哥哥)、簡築翎(蝴蝶姐姐)助陣演出,與參加民眾同樂。			Neutral	Neutral	
_	_	man	Adult	男人	Male	Neutral	NEWS	No	No	XIN	据此间媒体报道,由于单身女性人数大大超过单身男性,新西兰陷入“男人荒”,单身女性难以找到对象。	2008	0.871183276176453	Neutral	Negative	Negative
				妻子		Neutral					對我們的小孩殘酷,對茱迪 (費雪的妻子) 也不公平。			Negative	Negative	
				媽媽		Positive					張薈茗表示,透過媒體看到第一線救災官兵的辛苦,相當心疼,因此今天特地前往水上空軍基地製作香噴噴、有媽媽味道的熱食,為他們加油打氣。			Positive	Positive	
				兄弟		Propn					去年9月15日,美国第四大投资银行雷曼兄弟公司宣布破产,从而引发国际金融危机。			Neutral	Neutral	
				兄弟		Positive					台北市長馬英九上午以發放紅包和加菜金的方式,慰問城中消防分隊在春節值班的辛勞並藉機向這群打火兄弟賀節。			Positive	Positive	
				兄弟		Negative					于是一幕幕难忘的情景又在记者的眼前浮现:在盐湖城冬奥会上,率先冲过终点线的杨扬从冰面上站起身来,握紧拳头高声呐喊;申雪/赵宏博倾情演绎《图兰朵》,挑战世界最高难度的极限;孔令辉在悉尼奥运会上背水一战,获胜后狂吻胸前佩带的国徽,泪流满面;冰城与她的兄弟齐齐哈尔和佳木斯一起,悲壮地扛起中国冰球的所有艰难。			Positive	Neutral	
				母親		Neutral					全案中最無辜的就屬越籍的阮姓女子,因為她的家族在海防市是世家,母親曾移民法國,全家都受過高等教育,阮女並計畫赴法國深造,因為結識赴越工作的易某,不但放棄求學,還越洋嫁來台灣,沒想到卻落得婚姻無效,連承辦檢察官都相當同情。			Neutral	Neutral	
				女儿		Neutral					这一天是他刚满一周岁的女儿的生日。			Positive	Neutral	
				兄弟		Propn					「曼谷郵報」(Bangkok Post)即時新聞報導,由醫師、護士、藥劑師、牙醫、各領域專家組成的「馬希多爾兄弟團體」(Mahidol Brothers Group)公佈這份驗血報告,血液中除了有上述病毒之外,還混雜了豬血。			Neutral	Neutral	
_	_	daughter	Child	女兒	Female	Neutral	NEWS	No	Yes	CNA	本身在市政府工作的強森,特地約好全家人在下班後參加開幕典禮,欣賞舞獅、緞帶舞、古箏、原住民舞蹈外,也讓兩個女兒聚精會神地坐在捏麵人前學著做雞造型的作品。	2005	0.962546288967133	Positive	Positive	Positive
_	_	man	Adult	男人	Male	Negative	NEWS	No	No	CNA	古今中外,壯陽藥不知凡幾,從以形補形的各種動物的「鞭」、再噁心也有人嚐試的童女經血及童男尿,號稱能金槍不倒的金蒼蠅及印度神油,八味中藥組成的八仙不老丸,到橫掃全球的威而鋼,男人掉入陽物崇拜的迷思裡,卻忽略了最能讓女人滿足的性愛方式是口交,女性性滿足的心理因素大於生理。	1999	0.990008473396301	Neutral	Negative	Negative
				兒子		Neutral					國務部長穆迪諾表示,陪同蘇哈托的有其兒子哈尤丹托及女兒路瑪納、普洛波娃及艾迪妮希。			Neutral	Neutral	
_	_	boy	Not_Adult	男孩	Male	Neutral	NEWS	Yes	NA	CNA	小男孩的爸爸表示,小朋友當天好奇打開阿嬤放在桌上的藥丸,紅色藥丸看來十分誘人,抓了一把藥丸,就當糖果往嘴裡塞,一旁5歲的哥哥驚呼「不能吃」,父母聽見聲音衝出來制止,已經來不及。	2008	0.797438561916351	Neutral	Negative	Neutral
				哥哥		Neutral					負責輔導連佳欣的社工員說,連佳欣三歲時喪父,母親一肩挑起連佳欣和哥哥、姊姊一家四口的家計,靠著送報和幫快餐店送便當微薄的薪水維持生活,連佳欣沒有被貧苦的家境打倒,在學校課業表現優異,還擔任學校樂團的鋼琴伴奏。			Positive	Neutral	
				母亲		Positive					不久前,蓝儿的母亲蓝水怡撰写的“儿在高三”博客日记引领新浪网“高三家长博客圈”,点击率短时间内突破150万次。			Positive	Neutral	
				女儿		Neutral					藤森在日本通过电话对无法出席女儿的婚礼表示遗憾和歉意。			Neutral	Neutral	
_	_	father	Parent	父親	Male	Neutral	NEWS	Yes	NA	CNA	據報導,被害人劉小雁的父親對判決不服,表示要申請檢察院抗訴,直到蔡川被判死刑為止。	2007	0.496905773878098	Neutral	Negative	Neutral
_	_	brother	Sibling	兄弟	Male	Neutral	NEWS	No	Yes	CNA	雖然外界一般預測看好兄弟象可能奪冠,不過洪瑞河還是再三告誡大家要以平常心看待。	2001	0.953811824321747	Neutral	Neutral	Positive
				丈夫		Neutral					前香港政務司司長陳方安生今天表示,香港政府應採取積極行動,協助被中國大陸扣押的新加坡海峽時報駐中國首席特派員程翔,使程翔妻子與丈夫會面。			Neutral	Neutral	
_	_	boy	Not_Adult	男孩	Male	Propn	NEWS	Yes	NA	CNA	由一群中、小學老師組成的「牛古演劇團」,十八日晚上七時三十分將在南投縣文化局演藝廳演出兒童歌舞劇「螃蟹與男孩」,強調親子溝通的重要性,相當適合闔家一起觀賞。	2002	0.937582492828369	Neutral	Positive	Neutral
				父親		Positive					由於今年金馬獎將在基隆市舉辦,市立文化中心必須進行場地整修等因素,以致原本應該在八月初舉行的模範傷殘父親表揚大會,延後在重陽節前夕舉行,主辦單位傷殘服務協會在大會中表揚十四位本身或是子女具有身心障礙身分的模範父親。			Neutral	Positive	
				女兒		Neutral					巧合的是,林政則的女兒林貝珊終身大事也在今天舉行,對於唯一的女兒出嫁,他一直採低調處理,今天為帆船婚禮的新人完婚後,立即趕回家主持自己女兒的婚禮,讓帆船婚禮的新人及其親友都表示非常的感動。			Positive	Positive	
				兒子		Neutral					前總統陳水扁兒子、高市議員參選人陳致中競選總部今天成立,多名民進黨民代及黨部要職與陳致中同台造勢,遭外界質疑違紀助選。			Neutral	Negative	
_	_	wife	Spouse	妻子	Female	Positive	NEWS	Yes	NA	CNA	王和盛上午由妻子照料下搭機到金門,先安排到署立金門醫院觀察,隨後在下午2時,由金門縣紅十字會總幹事陳忠飛及2名志工護送,搭乘金廈航線客船「五緣輪」前往廈門五通碼頭。	2010	0.530020177364349	Positive	Neutral	Neutral
				兄弟		Propn					發行的華納兄弟電影台灣分公司今天表示,歷經三十多年,美國知名2D動畫捉鬼英雄「史酷比」 (ScoobyDoo),終於變身成3D並轉戰大銀幕,在美上映首週更創下五千六百萬美元的高票房。			Neutral	Neutral	
_	_	brother	Sibling	哥哥	Male	Neutral	NEWS	No	Yes	CNA	他雖沒有上過電腦課程,但從父親8年前購買1部電腦給哥哥「玩」的過程中,他邊看邊學,竟無師自通,不僅會操作電腦,更學會如何組裝,電腦的大小事均難不倒黃識旗。	2010	0.93797379732132	Positive	Neutral	Positive
宋常青	_	son	Child	儿子	Male	Neutral	NEWS	No	Yes	XIN	”“也没想着是赶什么时髦,就是小时候每年过年都穿这个,今年就带儿子尝尝鲜,让他体验一下我小时候过年做新衣服时兴奋的感觉。	2007	0.944765508174896	Positive	Positive	Positive
_	_	husband	Spouse	丈夫	Male	Neutral	NEWS	Yes	NA	CNA	判決書又引述高瞻的丈夫薛東華指出,高瞻在與李少民相識後,將曲煒提供的資料交給李少民,高瞻說她給了曲煒約十萬元人民幣。	2002	0.912327229976654	Neutral	Neutral	Neutral
				丈夫		Neutral					哈布里女士和她的律師柏狄耶拉,近三年來一直在查訪一九九二年失蹤的游擊隊丈夫維拉斯格,但搜尋其夫的舉動導致她與瓜地馬拉勢力龐大的軍方直接對抗。			Neutral	Neutral	
				哥哥		Neutral					金健模在螢幕上真情喊話說:「真熙呀,瞭解了哥哥後,就知道我是很好相處的人。			Positive	Positive	
				媽媽		Neutral					吳媽媽也哽咽地感謝各界的愛心;吳爸爸則說,冠億畫展能呈現大家眼前,是各界對冠億支持及關懷的結果。			Neutral	Positive	
				儿子		Positive					自从费俊龙成为中国首批航天员中的一员时,老人就期待着儿子能早日一飞冲天,为中国的载人航天事业做出贡献。			Positive	Positive	
_	_	girl	Not_Adult	女孩子	Female	Neutral	NEWS	No	Yes	XIN	关于婚姻有这样一种说法:不少男孩子希望娶个像妈妈的姑娘,女孩子则倾向于嫁给一位像老爸那样的男人。	2004	0.776322305202484	Neutral	Neutral	Positive
				妻子		Negative					市委員會的聲明指出,由於民進黨高雄市長候選人謝長廷替惡魔陳進興的妻子張素真辯護,民調顯示已失去高雄市婦女選票支持,且最近又有「台灣之聲」電台負責人許榮棋在「真相新聞網」節目中質問謝長廷有關侵吞各界捐款綠色和平電台新台幣五千萬元,以及早年曾充當調查局「抓耙子」誣陷文化大學前美術系主任許坤成一事,民進黨陣營為了轉移焦點、模糊視聽,才藉陳春生公布變造的錄音帶抹黑吳敦義,以離間支持吳敦義的婦女票源。			Negative	Negative	
				父親		Neutral					彭姓男子的女兒,原本和父親約在徐國禎律師事務所見面,因其父無故失蹤,懷疑遭人挾持,即向一分局北門派出所報案。			Neutral	Neutral	
				儿子		Neutral					在他的影响下,他的儿子、女儿也都从事五音戏的演出及研究。			Neutral	Neutral	
				妻子		Positive					2009年5月8日,领了结婚证却一直没来得及办婚礼的牛玉新和妻子张雅斐来到旧县村,在全村1800位父老乡亲的祝福声中,举行了婚礼仪式。			Neutral	Positive	
				妻子		Neutral					前副總理安華在被巫統開除繼受逮捕審訊期間,已宣佈脫離巫統 (亦即國陣) ,加入由其妻子領導的公正黨,原本傳言他將競逐檳州峇東埔國會選區,惟經過再三考慮仍放棄他的衛冕戰 (他是峇東埔區國會議員) ,因為他的複雜官司,隨時都可能受選舉訴訟挫敗而犧牲公正黨寶貴的一席。			Neutral	Neutral	
				弟弟		Neutral					台一線省道南下三百六十二點二公里高雄縣橋頭鄉、岡山鎮交界處南下路段上午發生重大車禍,重傷昏迷的李全勤、許來興經手術後在加護病房觀察,另三位受傷者金德信、何昆衛、許來瑞住院治療,死者是何昆衛的十八歲弟弟何建華。			Neutral	Neutral	
				妈妈		Other					据专家介绍,这项技术使羔羊1月龄排卵,6月龄就可做“妈妈”,不仅可充分挖掘和利用优良母畜早期繁殖潜力,大大缩短了世代间隔,加快育成进程,而且为动物克隆、转基因等胚胎工程研究提供所需的卵母细胞和胚胎的来源,促进胚胎工程的发展,同时也为扩大奶源、解决奶源不足,提供了一条新的技术途径。			Neutral	Neutral	
勿日汗	_	son	Child	儿子	Male	Neutral	NEWS	No	No	XIN	“1998年我的大儿子受伤住院欠下不少外债,原本不富裕的生活变得举步维艰。	2006	0.732788622379303	Neutral	Neutral	Negative
				女兒		Negative					被控在新加坡賭場偷籌碼的邱女今天上午出庭,由於偵訊中精神狀況不佳,法庭決先移送醫療評估;而邱母也趕赴法庭旁聽,並泣訴女兒病情不穩,早知道就不同意到新加坡工作。			Negative	Negative	
				母親		Positive					澄清湖風景區傳習齋今天一大早就出現人潮,許多民眾幾乎全家出動,阿公、阿嬤也參加,主辦單位贈送母親們康乃馨,大家除了觀賞合辦單位的各項表演外,小朋友參加繪畫比賽,媽媽、兄弟姊妹一起幫忙,提供意見,有獎問答攤位前更是熱鬧,其他攤位則提供小吃、飲料,讓大家大快朵頤。			Neutral	Positive	
